current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);category;PT;
Center North Atlantic Gyre;25;0.5mm;4603;2,034;1,385;2,062;0,943;;fragment;;
Center North Atlantic Gyre;25;0.5mm;4604;1,318;0,685;0,458;0,356;;fragment;;
Center North Atlantic Gyre;25;0.5mm;4605;1,417;0,89;0,806;0,559;;fragment;;
Center North Atlantic Gyre;25;0.5mm;4606;1,685;0,75;0,84;0,334;;fragment;;
Center North Atlantic Gyre;25;0.5mm;4607;1,768;1,253;1,201;0,888;;fragment;;
Center North Atlantic Gyre;25;0.5mm;4608;1,474;0,928;0,729;0,584;;fragment;;
Center North Atlantic Gyre;25;0.5mm;4609;1,193;0,833;0,597;0,582;;fragment;;
Center North Atlantic Gyre;25;5mm;4610;30,515;0,83;14,893;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4611;19,375;0,83;22,87;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4612;32,756;0,83;15,284;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4613;22,783;0,83;26,45;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4614;7,127;0,83;5,101;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4615;11,564;0,83;7,136;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4616;5,398;0,83;4,42;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4617;7,911;0,83;4,183;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4618;10,549;0,83;6,385;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4619;7,251;0,83;5,136;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4620;5,091;0,83;3,497;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4621;5,265;0,83;5,71;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4622;6,689;0,83;4,657;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4623;6,431;0,83;4,799;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4624;7,836;0,83;4,805;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4625;5,245;0,83;3,698;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4626;6,277;0,83;4,592;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4627;7,816;0,83;6,308;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4628;11,197;0,83;6,846;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4629;12,316;0,83;6,136;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4630;4,945;0,83;2,74;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4631;4,755;0,83;3,112;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4632;2,203;0,83;1,201;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4633;11,175;0,83;6,207;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4634;6,925;0,83;5,154;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4635;14,444;0,83;7,769;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4636;14,401;0,83;10,527;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4637;5,475;0,83;3,71;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4638;4,895;0,83;4,172;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4639;11,194;0,83;8,154;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4640;4,921;0,83;5,485;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4641;12,063;0,83;9,32;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4642;13,686;0,83;6,592;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4643;12,583;0,83;8,45;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4644;8,786;0,83;4,243;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4645;13,862;0,83;9,006;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4646;15,614;0,83;12,402;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4647;13,014;0,83;8,089;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4648;15,481;0,83;15,071;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4649;14,645;0,83;12,592;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4650;37,029;0,83;23,367;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4651;16,853;0,83;17,882;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4652;13,155;0,83;4,16;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4653;16,583;0,83;7,373;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4654;15,51;0,83;16,686;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4655;14,82;0,83;10,296;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4656;9,351;0,83;5,781;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4657;13,747;0,83;12,018;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4658;19,9;0,83;15,947;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4659;8,113;0,83;6,237;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4660;28,062;0,83;22,047;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4661;13,493;0,83;13,136;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4662;7,879;0,83;6,278;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4663;31,349;0,83;22,071;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4664;18,827;0,83;14,266;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4665;20,108;0,83;18,935;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4666;13,267;0,83;10,574;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4667;7,959;0,83;7,272;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4668;16,912;0,83;15,663;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4669;29,361;0,83;24,757;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4670;16,457;0,83;17,84;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4671;14,59;0,83;10,024;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4672;15,514;0,83;14,74;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4673;12,508;0,83;9,657;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4674;50,045;0,83;51,053;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4675;83,111;0,83;70,953;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4676;111,531;0,83;136,834;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4677;68,405;0,83;35,45;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4678;56,932;0,83;38,675;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4679;51,473;0,83;32,041;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4680;82,363;0,83;67,237;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4681;23,404;0,83;31,598;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4682;18,39;0,83;21,562;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4683;49,031;0,83;93,219;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4684;18,284;0,83;24,077;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4685;28,366;0,83;27,024;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4686;65,665;0,83;63,462;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4687;42,679;0,83;33,107;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4688;57,004;0,83;35,284;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4689;36,03;0,83;21,124;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4690;38,22;0,83;21,077;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4691;37,664;0,83;21,018;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4692;18,324;0,83;7,473;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4693;35,68;0,83;41,574;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4694;30,319;0,83;22,118;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4695;14,933;0,83;7,503;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4696;47,545;0,83;33,154;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4697;45,411;0,83;22,438;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4698;33,172;0,83;17,964;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4699;31,36;0,83;21,556;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4700;27,873;0,83;18,959;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4701;11,657;0,83;4,905;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4702;10,633;0,83;10,74;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4703;7,833;0,83;2,562;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4704;33,19;0,83;29,148;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4705;20,563;0,83;23,361;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4706;25,16;0,83;22,456;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4707;18,545;0,83;18,456;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4708;40,064;0,83;43,722;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4709;25,124;0,83;29,385;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4710;39,021;0,83;43,527;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4711;26,916;0,83;41,083;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4712;22,753;0,83;21,213;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4713;16,354;0,83;31,414;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4714;30,226;0,83;35,03;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4715;23,109;0,83;35,805;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4716;8,003;0,83;1,296;0,83;0,25;line;PE;
Center North Atlantic Gyre;25;5mm;4717;23,523;0,83;17,391;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4718;15,664;0,83;9,178;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4719;8,701;0,83;4,432;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4720;123,823;0,83;132,982;0,83;0,25;line;*PP+PE;
Center North Atlantic Gyre;25;5mm;4721;29,922;0,83;15,55;0,83;0,25;line;*undetermined;
Center North Atlantic Gyre;25;5mm;4722;15,783;0,83;16,278;0,83;0,25;line;*PP ;
Center North Atlantic Gyre;25;5mm;4723;5,098;0,83;5,361;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4724;11,707;0,83;8,491;0,83;0,25;line;*PP;
Center North Atlantic Gyre;25;line;4725;3,681;0,83;3,947;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4726;14,647;0,83;17,953;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4727;23,096;0,83;17,053;0,83;0,25;line;*PP;
Center North Atlantic Gyre;25;5mm;4728;10,4;0,83;10,166;0,83;0,25;line;*cellophane;
Center North Atlantic Gyre;25;5mm;4729;8,246;0,83;7,55;0,83;0,25;line;*PP;
Center North Atlantic Gyre;25;5mm;4730;17,595;0,83;11,071;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4731;45,731;0,83;40,757;0,83;0,25;line;*PP;
Center North Atlantic Gyre;25;5mm;4732;6,898;0,83;7,615;0,83;0,25;line;undetermined;
Center North Atlantic Gyre;25;5mm;4733;25,766;0,83;9,071;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4734;19,496;0,83;9,68;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4735;35,649;0,83;16,609;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4736;66,807;0,83;36,308;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4737;22,313;0,83;9,84;0,83;0,25;line;PP;
Center North Atlantic Gyre;25;5mm;4738;8,474;0,83;4,148;0,83;0,25;line;PP;
Center North Atlantic Gyre;26;5mm;4739;6;5;na;4,167;2,5;fragment;PE;
Center North Atlantic Gyre;26;5mm;4740;7;6;na;5,143;2;fragment;PE;
Center North Atlantic Gyre;26;5mm;4741;6;4,5;na;3,375;1,5;fragment;PE;
Center North Atlantic Gyre;26;5mm;4742;11,5;5,5;na;2,63;1,5;fragment;PE;
Center North Atlantic Gyre;26;5mm;4743;8;4;na;2;3;fragment;PE;
Center North Atlantic Gyre;26;5mm;4744;5;3,5;na;2,45;2;fragment;PE;
Center North Atlantic Gyre;26;5mm;4745;5,5;5;na;4,545;2;fragment;PE;
Center North Atlantic Gyre;26;5mm;4746;13;10;na;7,692;2,5;fragment;PE;
Center North Atlantic Gyre;26;5mm;4747;5,5;3,5;na;2,227;2;fragment;PE;
Center North Atlantic Gyre;26;5mm;4748;5;3,5;na;2,45;2;fragment;PE;
Center North Atlantic Gyre;26;5mm;4749;5,5;5,5;na;5,5;2;fragment;PE;
Center North Atlantic Gyre;26;5mm;4750;7,3;6;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;26;5mm;4751;5,5;6;na;6,545;1,5;fragment;PE;
Center North Atlantic Gyre;26;5mm;4752;15;11,5;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;26;5mm;4753;13,5;6;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;26;5mm;4754;28;20;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;26;5mm;4755;11;7;na;4,455;2,5;fragment;NIR;
Center North Atlantic Gyre;26;5mm;4756;7,5;4;na;2,133;1,5;fragment;NIR;
Center North Atlantic Gyre;26;5mm;4757;9;8,5;na;8,028;2;fragment;PP;
Center North Atlantic Gyre;26;5mm;4758;8,3;7;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;26;5mm;4759;9,5;7;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;26;5mm;4760;7;6;na;0,009;0,009;film;PP;
Center North Atlantic Gyre;26;2mm (FS);4761;6,046;2,767;8,692;0,0086;;film;PE;
Center North Atlantic Gyre;26;2mm (FS);4762;4,214;3,615;11,533;2,892;;pellet;PE;
Center North Atlantic Gyre;26;2mm (FS);4763;3,9;3,373;10,03;2,6984;;pellet;PE;
Center North Atlantic Gyre;26;2mm (FS);4764;4,186;3,303;10,278;2,606261108;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4765;5,168;2,787;10,343;1,502973878;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4766;4,598;3,909;13,385;3,323245107;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4767;5,328;2,666;11,154;1,334000751;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4768;4,639;3,568;11,183;2,744260401;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4769;3,328;2,437;5,586;1,784545974;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4770;3,235;2,538;5,385;1,991172798;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4771;5,855;2,797;10,568;1,336158668;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4772;3,546;2,556;6,036;1,842395939;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4773;4,405;1,846;6,462;0,773601816;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4774;4,657;3,143;10,657;2,121204423;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4775;4,059;3,2;8,686;2,522788864;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4776;3,199;2,769;5,515;2,396799312;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4777;4,059;2,558;7,166;1,61206307;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4778;4,692;2,518;6,527;1,3513052;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4779;5,057;2,769;10,077;1,516187661;;fragment;PE;
Center North Atlantic Gyre;26;2mm (FS);4780;4,033;3,135;9,331;2,436951401;;fragment;PE;
Center North Atlantic Gyre;26;5mm;4781;4,428;2,979;8,828;2,004164634;;film;PE;
Center North Atlantic Gyre;26;2mm (rest);4782;4,611;3,23;9,958;0,009;;film;PP;
Center North Atlantic Gyre;26;1mm (FS);4783;4,581;2,556;6,911;0,0086;;film;PE;
Center North Atlantic Gyre;26;1mm (FS);4784;2,236;1,365;1,994;0,833284884;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4785;1,878;1,48;1,893;1,166347178;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4786;2,053;1,704;2,438;1,4143283;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4787;2,687;2;3,734;1,488649051;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4788;2,837;2;3,947;1,409940078;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4789;3,016;2,462;5,071;2,009762599;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4790;3,168;2,506;5,249;1,982334596;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4791;2,168;1,671;2,503;1,287934041;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4792;2,657;2;3,87;1,505457283;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4793;3,275;1,555;4,107;0,738328244;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4794;2,626;1,622;3,03;1,001859863;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4795;2,355;1,43;2,633;0,868322718;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4796;3,592;2,538;5,556;1,793275056;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4797;1,985;1,662;2,041;1,39155869;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4798;2,586;2,127;4,183;1,749469838;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4799;1,966;1,692;2,308;1,456187182;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4800;1,794;1,411;1,781;1,109766444;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4801;2,203;1,539;2,296;1,075134362;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4802;2,9;2,225;4,657;1,707112069;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4803;2,204;1,769;3,012;1,419855263;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4804;2,838;2,046;3,757;1,475023256;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4805;1,657;1,462;1,781;1,289948099;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4806;2,189;1,615;2,509;1,19151439;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4807;2,71;1,523;3,041;0,85591476;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4808;2,429;1,801;3,107;1,335364759;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4809;2,67;1,951;3,444;1,425618352;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4810;2,579;1,231;2,349;0,587576968;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4811;2,1;1,538;1,964;1,126401905;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4812;3,722;2,261;5,899;1,373487641;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4813;1,853;1,671;2,213;1,506875877;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4814;2,273;1,777;2,852;1,389234052;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4815;3,027;1,391;3,343;0,639207466;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4816;2,863;1,731;3,716;1,046580859;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4817;4,049;2,635;7,385;1,714799951;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4818;6,261;2,248;10;0,807140073;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4819;3,289;2,183;4,657;1,4489173;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4820;2,987;2,259;4,462;1,708430198;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4821;3,051;1,889;3,592;1,16955785;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4822;4,428;2,244;7,822;1,137203252;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4823;3,379;2,671;5,574;2,111346848;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4824;2,128;1,783;2,568;1,493932801;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4825;2,071;1,529;2,148;1,128846451;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4826;2,971;2,621;5,544;2,312231908;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4827;3,457;1,912;3,87;1,05749031;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4828;3,264;2,047;4,722;1,283765012;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4829;1,985;1,665;2,166;1,396586902;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4830;1,801;1,342;1,68;0,999980011;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4831;3,751;2,012;5,604;1,079217275;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4832;2,219;1,623;2,432;1,187079315;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4833;2,72;2,297;4,13;1,939782721;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4834;3,187;1,97;4,331;1,217728271;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4835;3,654;2,538;5,686;1,762847291;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4836;2,032;1,666;2,296;1,365923228;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4837;3,004;2,057;3,929;1,408538282;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4838;2,308;1,632;2,225;1,153996534;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4839;2,309;1,751;2,746;1,327847986;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4840;3,03;2,496;5,041;2,056110891;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4841;3,718;2,139;5,083;1,230586606;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4842;2,37;2;3,278;1,687763713;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4843;2,177;1,742;2,296;1,393920073;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4844;2,348;1,733;3,036;1,279083901;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4845;2,728;1,829;3,746;1,226261364;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4846;2,504;1,48;2,757;0,874760383;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4847;1,911;1,602;2,172;1,342963893;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4848;2,585;1,53;2,893;0,9055706;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4849;2,477;1,79;3,26;1,293540573;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4850;2,283;1,359;2,154;0,808971091;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4851;1,9;1,345;1,621;0,952118421;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4852;2,177;1,454;2,278;0,971114378;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4853;1,985;1,385;1,947;0,966360202;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4854;3,016;1,795;3,633;1,068310676;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4855;2,762;1,741;3,237;1,09742252;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4856;3,351;2,081;4,58;1,292319009;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4857;1,9;1,538;2;1,244970526;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4858;3,046;1,724;3,521;0,975763624;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4859;2,523;1,992;3,627;1,572756243;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4860;2,644;1,692;3,361;1,08277761;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4861;3;1,505;2,976;0,755008333;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4862;2,283;1,399;1,941;0,857293473;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4863;4,016;2,534;6,988;1,598893426;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4864;2,048;1,555;2,373;1,18067627;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4865;2,454;1,846;3,201;1,388637327;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4866;3,922;2,516;6,231;1,614037736;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4867;3,462;2,493;5,799;1,795219237;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4868;2,629;1,859;3,195;1,314523013;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4869;2,386;1,958;3,136;1,606774518;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4870;3,649;2,513;6,864;1,73065744;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4871;3,304;2,138;4,917;1,383487893;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4872;2,701;1,995;4,059;1,473537579;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4873;2,817;2,017;3,55;1,444192048;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4874;3,529;1,317;2,911;0,491495891;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4875;3,772;1,732;4,361;0,795287381;;fragment;PE;
Center North Atlantic Gyre;26;1mm (FS);4876;2,883;2,462;4,882;2,102477974;;fragment;PP;
Center North Atlantic Gyre;26;1mm (FS);4877;2,854;1,544;3,373;0,835296426;;fragment;PP;
Center North Atlantic Gyre;26;1mm (FS);4878;3,508;2,047;5,314;1,194472349;;fragment;PP;
Center North Atlantic Gyre;26;1mm (FS);4879;3,552;2,077;5,935;1,214507038;;fragment;PP;
Center North Atlantic Gyre;26;1mm (FS);4880;1,533;1,075;1,154;0,753832355;;fragment;PP;
