current,S,,N,L (mm),W (mm),A (mm),H (mm),H(>5mm),CSF (LxW),CSF (A),CSF(>5mm),D,category,PT,,,,,MATERIAAL OPTIES,,,,ANTWOORD OPTIES,,,POLYMER OPTIES,
Center North Atlantic Gyre,25,,2932,4.781,3.848,12.215,3.097,,0.722061983,0.886144706,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2933,4.358,3.564,9.695,2.915,,0.7395639,0.936082784,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2934,7.683,5.321,21.672,0.009,,0.001345044,0.001847349,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2935,4.985,3.501,12.616,2.459,,0.588559565,0.692242436,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2936,6.654,3.953,12.507,2.348,,0.457895132,0.664040025,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2937,2.524,2.027,2.611,0.009,,0.003802129,0.005322247,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2938,4.793,3.759,13.365,2.948,,0.694540132,0.806404125,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2939,5.216,3.919,14.953,2.945,,0.651263173,0.761462951,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2940,4.110,2.480,7.76,1.496,,0.468721407,0.537193413,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2941,5.354,3.679,13.913,2.528,,0.569609379,0.677752013,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2942,5.045,3.272,12.032,2.122,,0.522309815,0.611781736,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2943,4.844,3.291,10.571,2.236,,0.559996899,0.687691401,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2944,5.001,3.933,13.073,3.093,,0.697430021,0.855467289,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2945,4.659,3.378,11.101,2.449,,0.617376938,0.735098487,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2946,5.435,4.389,14.041,3.544,,0.725686508,0.945872488,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2947,4.956,3.684,12.945,2.738,,0.64088851,0.761126631,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2948,5.867,3.915,15.118,2.612,,0.545096655,0.671893244,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2949,4.956,3.842,13.255,2.978,,0.682557266,0.818075822,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2950,6.224,3.878,16.14,2.416,,0.491821297,0.601442703,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2951,5.354,4.459,16.633,3.714,,0.760043866,0.910565694,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2952,5.682,5.112,17.765,4.599,,0.853364208,1.091183663,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2953,2.951,2.377,3.013,0.009,,0.003247127,0.004954489,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2954,5.094,4.344,15.355,3.704,,0.787492296,0.945356865,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2955,4.896,4.109,14.15,3.449,,0.768850849,0.916753662,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2956,6.786,4.755,17.911,3.332,,0.586549946,0.787276468,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2957,4.793,4.324,14.296,3.901,,0.856874827,1.0317077,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2958,4.919,3.630,12.105,2.679,,0.633934961,0.769934944,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2959,5.072,3.601,12.452,2.557,,0.598226731,0.724515101,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2960,4.311,3.084,8.983,2.206,,0.605068466,0.736105421,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2961,4.700,2.838,8.819,1.714,,0.469214905,0.577055059,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2962,4.781,3.442,10.736,2.478,,0.610855071,0.75627847,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2963,5.277,1.892,8.855,0.678,,0.214684681,0.227961175,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2964,4.542,3.378,8.6,2.512,,0.641384962,0.856688496,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2965,4.622,3.336,10.827,2.408,,0.613188712,0.731759003,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2966,4.798,2.996,6.445,1.871,,0.493426361,0.736905696,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2967,4.896,4.125,13.694,3.475,,0.77334595,0.939163779,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2968,5.219,3.513,13.548,2.365,,0.552250706,0.642438277,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2969,4.596,3.929,12.927,3.359,,0.790411068,0.934189891,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2970,4.457,3.243,10.9,2.360,,0.62066388,0.714723422,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2971,4.516,3.587,11.247,2.849,,0.707890632,0.84955299,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2972,4.777,3.757,11.247,2.955,,0.697475458,0.881066728,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2973,6.318,3.755,16.852,2.232,,0.458189866,0.543643921,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2974,5.200,3.613,11.923,2.510,,0.579157823,0.727009034,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2975,4.612,2.869,9.513,1.785,,0.490638783,0.578646125,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2976,6.073,3.526,13.785,2.047,,0.442403486,0.551388812,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2977,4.760,3.066,10.152,1.975,,0.516949116,0.619814231,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2978,5.172,3.999,13.968,3.092,,0.679891062,0.827326964,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2979,5.848,1.911,7.687,0.624,,0.186801339,0.22523484,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2980,5.982,2.999,13.566,1.504,,0.354972808,0.408207159,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2981,5.214,3.243,11.247,2.017,,0.490528091,0.601456916,,na,fragment,*zein,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2982,4.775,3.982,11.576,3.321,,0.761538422,0.976000132,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2983,4.542,3.513,11.484,2.717,,0.680215509,0.801793586,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2984,5.145,2.692,5.916,1.409,,0.378472662,0.579096112,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2985,5.465,4.324,14.406,3.421,,0.703790303,0.901383282,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2986,4.145,3.378,10.152,2.753,,0.735703235,0.864010362,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2987,5.812,4.966,18.915,4.243,,0.789808247,0.97562889,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,1mm (FS),2988,2.137,1.615,2.260,0.009,,0.004629242,0.005720635,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2989,3.516,2.612,6.325,0.009,,0.002837837,0.003419544,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2990,4.132,2.538,5.586,0.009,,0.00265566,0.003638715,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2991,3.649,2.242,5.568,0.009,,0.003006725,0.003644591,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2992,4.866,2.422,8.402,0.009,,0.002505102,0.002966929,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2993,3.157,2.019,4.071,0.009,,0.003406379,0.004262338,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2994,1.657,1.229,1.420,0.009,,0.006026446,0.00721696,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2995,4.237,2.741,7.367,0.009,,0.002523566,0.003168496,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2996,5.323,3.178,9.314,0.009,,0.002090948,0.002817931,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2997,2.595,2.117,3.349,0.009,,0.003669183,0.004699383,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2998,2.580,1.578,2.852,0.009,,0.004262213,0.005092414,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,2999,4.403,2.859,8.302,0.009,,0.002423913,0.002984744,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3000,4.169,2.271,7.373,1.237,,0.402047956,0.455596371,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3001,3.631,2.099,5.024,1.213,,0.43952065,0.541344605,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3002,2.837,1.686,3.083,1.002,,0.458139093,0.570648976,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3003,2.900,2.308,5.166,1.837,,0.709997321,0.808158249,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3004,3.017,2.518,5.012,2.102,,0.762466248,0.938708197,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3005,1.757,1.231,1.686,0.862,,0.586447902,0.664225523,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3006,3.202,1.793,3.675,1.004,,0.419023561,0.523733772,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3007,3.051,2.385,4.651,1.864,,0.691145148,0.864492817,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3008,3.199,1.986,4.976,1.233,,0.489156136,0.552718578,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3009,1.970,1.399,2.041,0.994,,0.59844912,0.695420839,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3010,2.143,1.460,2.408,0.995,,0.562336181,0.64099597,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3011,3.023,2.293,4.805,1.739,,0.660615655,0.793456763,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3012,3.496,2.532,6.621,1.834,,0.616365634,0.712679366,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3013,3.471,2.122,4.976,1.297,,0.478009083,0.581561917,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3014,2.561,2.268,4.089,2.009,,0.833393689,0.993271482,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3015,2.032,1.686,2.450,1.399,,0.755789406,0.893734236,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3016,3.631,2.338,5.982,1.505,,0.516686824,0.615516303,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3017,3.523,2.762,6.355,2.165,,0.694171128,0.858967887,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3018,2.396,1.996,3.343,1.663,,0.760344808,0.909423289,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3019,2.137,1.538,2.467,1.107,,0.610559116,0.704731322,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3020,2.892,1.774,2.751,1.088,,0.480433177,0.656090346,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3021,2.705,2.154,4.118,1.715,,0.710587632,0.845241783,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3022,2.454,1.821,3.000,1.351,,0.639224013,0.780161844,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3023,3.162,2.154,5.107,1.467,,0.562245192,0.649301795,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3024,3.304,2.048,4.675,1.269,,0.48801691,0.587122952,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3025,2.287,1.904,3.266,1.585,,0.759628358,0.877121251,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3026,3.414,2.718,6.462,2.164,,0.710360662,0.851239781,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3027,2.388,1.485,2.793,0.923,,0.490386151,0.552564675,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3028,2.846,1.541,3.290,0.834,,0.398429617,0.460015466,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3029,2.580,2.150,3.645,1.792,,0.760725774,0.938444185,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3030,1.802,1.251,1.515,0.868,,0.578433963,0.705591786,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3031,3.847,2.659,6.757,1.838,,0.574637847,0.707029491,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3032,2.116,1.462,2.130,1.010,,0.574311568,0.69213256,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3033,2.404,1.385,2.692,0.798,,0.437293443,0.486326075,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3034,3.132,2.085,4.994,1.388,,0.543158348,0.621106531,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3035,2.603,1.567,2.923,0.943,,0.467081044,0.551758989,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3036,2.896,2.077,4.456,1.490,,0.607374995,0.705670308,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3037,3.168,2.493,5.095,1.962,,0.698080744,0.869135101,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3038,2.617,2.000,3.456,1.528,,0.668096828,0.822184721,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3039,2.580,2.000,3.639,1.550,,0.682520082,0.812735552,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3040,2.376,1.559,2.527,1.023,,0.53149541,0.643492031,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3041,3.926,2.230,6.343,1.267,,0.428086815,0.502935249,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3042,2.463,1.904,3.296,1.472,,0.679678916,0.810729311,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3043,2.530,2.091,3.947,1.728,,0.7513638,0.869869255,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3044,3.034,2.308,4.231,1.756,,0.663483829,0.853560914,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3045,3.503,2.363,5.249,1.594,,0.554032672,0.695743279,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3046,2.567,1.654,3.006,1.066,,0.517207072,0.614682224,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3047,2.340,1.615,2.775,1.115,,0.57337005,0.66911028,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3048,4.049,2.627,6.491,1.704,,0.522598843,0.668985284,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3049,2.353,1.882,2.988,1.505,,0.715313692,0.870817232,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3050,3.724,2.684,6.041,1.934,,0.611870139,0.78704748,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3051,2.540,1.632,2.710,1.049,,0.515026596,0.636974354,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3052,2.530,1.846,3.432,1.347,,0.623256424,0.727058293,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3053,2.757,1.829,3.781,1.213,,0.540337873,0.624003903,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3054,3.694,1.958,4.497,1.038,,0.385899037,0.489403465,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3055,2.705,2.077,3.959,1.595,,0.672827666,0.801517433,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3056,3.158,1.958,4.219,1.214,,0.488203448,0.591028586,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3057,2.314,1.735,2.953,1.301,,0.649238382,0.757013946,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3058,2.360,1.795,3.136,1.365,,0.663328527,0.770954727,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3059,2.992,2.296,4.586,1.762,,0.67222621,0.822744813,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3060,2.176,1.858,2.959,1.586,,0.789005859,0.92227417,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3061,2.880,2.077,4.201,1.498,,0.612443477,0.730809467,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3062,1.623,1.462,1.663,1.317,,0.854955045,1.021245371,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3063,2.945,1.731,4.130,1.017,,0.45062746,0.500649528,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3064,2.939,1.583,2.970,0.853,,0.395295612,0.494747968,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3065,2.308,1.913,3.243,1.586,,0.754603384,0.880482363,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3066,2.453,1.893,2.740,1.461,,0.677921798,0.882527807,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3067,3.400,1.985,4.112,1.159,,0.446089901,0.571499102,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3068,2.139,1.766,2.598,1.458,,0.750187584,0.904588455,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3069,2.705,1.971,3.698,1.436,,0.621983741,0.746831325,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3070,3.199,1.885,4.604,1.111,,0.452319876,0.517655475,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3071,3.998,2.556,6.627,1.634,,0.511183809,0.634775891,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3072,2.752,1.468,3.077,0.783,,0.389597749,0.446416187,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3073,2.710,1.689,3.030,1.053,,0.492028816,0.604739998,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3074,4.165,2.808,6.189,1.893,,0.553570765,0.760972495,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3075,4.466,2.615,8.101,1.531,,0.448053074,0.537966648,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3076,3.374,1.936,4.438,1.111,,0.434650729,0.52731725,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3077,2.370,2.068,3.609,1.804,,0.815085716,0.949859306,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3078,3.657,1.615,4.621,0.713,,0.293475161,0.331781456,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3079,2.122,1.216,1.923,0.697,,0.433792754,0.502495444,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3080,4.680,2.546,7.751,1.385,,0.401253487,0.497498845,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3081,2.774,2.277,4.308,1.869,,0.743677875,0.900495936,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3082,4.385,1.824,5.408,0.759,,0.268276638,0.32625842,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3083,2.929,1.686,3.148,0.971,,0.43672424,0.546988766,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3084,1.905,1.692,2.402,1.503,,0.837062851,0.969659453,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3085,3.275,2.114,4.988,1.365,,0.51860956,0.610991881,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3086,2.530,1.597,3.006,1.008,,0.50150653,0.581426501,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3087,3.004,2.203,4.308,1.616,,0.628017655,0.778379194,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3088,2.433,1.958,3.485,1.576,,0.721947917,0.844076627,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3089,2.502,2.077,3.793,1.724,,0.756351699,0.885307751,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3090,2.670,2.308,4.325,1.995,,0.803686762,0.959328378,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3091,2.187,1.605,2.462,1.178,,0.628694094,0.750684184,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3092,2.968,2.358,4.337,1.873,,0.70814119,0.899557635,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3093,3.414,1.990,4.923,1.160,,0.445024929,0.522790537,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3094,2.540,1.861,3.414,1.364,,0.627146474,0.737950568,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3095,3.926,2.415,5.408,1.486,,0.482447722,0.638801068,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3096,2.732,1.676,3.071,1.028,,0.480496224,0.586715316,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3097,2.701,2.115,3.787,1.656,,0.692912955,0.851037127,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3098,1.923,1.538,2.112,1.230,,0.715262698,0.846421,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3099,1.835,1.615,2.195,1.421,,0.825666544,0.959382346,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3100,3.172,1.840,4.462,1.067,,0.441801277,0.505286488,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3101,2.453,1.598,2.521,1.041,,0.525797891,0.655646246,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3102,3.048,2.176,4.550,1.553,,0.603206333,0.728277883,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3103,2.929,2.491,4.953,2.118,,0.78429877,0.951905683,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3104,1.776,1.480,1.817,1.233,,0.760725774,0.914961891,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3105,2.720,1.892,3.142,1.316,,0.580134031,0.742455228,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3106,3.286,1.904,3.799,1.103,,0.441061426,0.566019876,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3107,2.000,1.385,2.012,0.959,,0.57627485,0.676169478,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3108,3.371,2.289,5.497,1.554,,0.559539255,0.662933498,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3109,3.009,1.963,2.882,1.281,,0.526923015,0.754347444,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3110,1.861,1.385,1.698,1.031,,0.642029673,0.791014293,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3111,2.031,1.514,2.201,1.129,,0.643611696,0.760732211,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3112,2.071,1.308,2.036,0.826,,0.501928051,0.578957257,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3113,3.063,1.900,3.651,1.179,,0.488551,0.616814094,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3114,2.687,1.385,2.769,0.714,,0.370060866,0.429012951,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3115,2.388,1.210,2.243,0.613,,0.360683746,0.409375437,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3116,1.872,1.615,2.213,1.393,,0.801309005,0.936587812,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3117,2.100,1.443,2.284,0.992,,0.569600753,0.656092869,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3118,2.692,2.112,4.361,1.657,,0.694909562,0.7934503,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3119,3.180,1.898,4.296,1.133,,0.461109035,0.546554104,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3120,2.408,2.077,3.645,1.791,,0.801069176,0.938356235,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,25,,3121,3.971,1.435,4.024,0.519,,0.217234111,0.25850856,,0.935,fragment,PE,,,,,,,,,,,,,
